template_name,template_language,tool,smell_type,element_name
template_05354_cognito.yaml,cloudformation,checkov,,
template_05702_api_with_xray_tracing.yaml,cloudformation,cfn-lint,,
template_05702_api_with_xray_tracing.yaml,cloudformation,cfn-lint,,
template_05702_api_with_xray_tracing.yaml,cloudformation,trivy,,
template_05702_api_with_xray_tracing.yaml,cloudformation,trivy,,
template_05702_api_with_xray_tracing.yaml,cloudformation,trivy,,
template_05702_api_with_xray_tracing.yaml,cloudformation,trivy,,
template_05702_api_with_xray_tracing.yaml,cloudformation,checkov,,
template_05781_error_api_invalid_path.yaml,cloudformation,cfn-lint,,
template_05781_error_api_invalid_path.yaml,cloudformation,trivy,,
template_05781_error_api_invalid_path.yaml,cloudformation,trivy,,
template_05781_error_api_invalid_path.yaml,cloudformation,trivy,,
template_05781_error_api_invalid_path.yaml,cloudformation,trivy,,
template_05781_error_api_invalid_path.yaml,cloudformation,checkov,,
template_05871_error_function_with_invalid_ignore_globals.yaml,cloudformation,cfn-lint,,
template_05871_error_function_with_invalid_ignore_globals.yaml,cloudformation,cfn-lint,,
template_05871_error_function_with_invalid_ignore_globals.yaml,cloudformation,cfn-lint,,
template_05871_error_function_with_invalid_ignore_globals.yaml,cloudformation,trivy,,
template_05871_error_function_with_invalid_ignore_globals.yaml,cloudformation,checkov,,
template_05940_error_missing_stream.yaml,cloudformation,cfn-lint,,
template_05940_error_missing_stream.yaml,cloudformation,trivy,,
template_05940_error_missing_stream.yaml,cloudformation,checkov,,
template_06358_api_custom_domain_private_endpoint_route53_hostedzonename.json,cloudformation,cfn-lint,,
template_06358_api_custom_domain_private_endpoint_route53_hostedzonename.json,cloudformation,cfn-lint,,
template_06358_api_custom_domain_private_endpoint_route53_hostedzonename.json,cloudformation,cfn-lint,,
template_06358_api_custom_domain_private_endpoint_route53_hostedzonename.json,cloudformation,trivy,,
template_06358_api_custom_domain_private_endpoint_route53_hostedzonename.json,cloudformation,trivy,,
template_06358_api_custom_domain_private_endpoint_route53_hostedzonename.json,cloudformation,checkov,,
template_06385_api_rest_auth_disable_default_function_permissions.json,cloudformation,cfn-lint,,
template_06385_api_rest_auth_disable_default_function_permissions.json,cloudformation,cfn-lint,,
template_06385_api_rest_auth_disable_default_function_permissions.json,cloudformation,trivy,,
template_06385_api_rest_auth_disable_default_function_permissions.json,cloudformation,trivy,,
template_06385_api_rest_auth_disable_default_function_permissions.json,cloudformation,trivy,,
template_06385_api_rest_auth_disable_default_function_permissions.json,cloudformation,trivy,,
template_06385_api_rest_auth_disable_default_function_permissions.json,cloudformation,trivy,,
template_06385_api_rest_auth_disable_default_function_permissions.json,cloudformation,trivy,,
template_06385_api_rest_auth_disable_default_function_permissions.json,cloudformation,trivy,,
template_06385_api_rest_auth_disable_default_function_permissions.json,cloudformation,trivy,,
template_06385_api_rest_auth_disable_default_function_permissions.json,cloudformation,trivy,,
template_06385_api_rest_auth_disable_default_function_permissions.json,cloudformation,trivy,,
template_06385_api_rest_auth_disable_default_function_permissions.json,cloudformation,checkov,,
template_06448_api_with_gateway_responses_minimal.json,cloudformation,cfn-lint,,
template_06448_api_with_gateway_responses_minimal.json,cloudformation,trivy,,
template_06448_api_with_gateway_responses_minimal.json,cloudformation,trivy,,
template_06448_api_with_gateway_responses_minimal.json,cloudformation,trivy,,
template_06448_api_with_gateway_responses_minimal.json,cloudformation,checkov,,
template_06600_function_with_custom_conditional_codedeploy_deployment_preference.json,cloudformation,cfn-lint,,
template_06600_function_with_custom_conditional_codedeploy_deployment_preference.json,cloudformation,trivy,,
template_06600_function_with_custom_conditional_codedeploy_deployment_preference.json,cloudformation,checkov,,
template_07793_bucket-module.yaml,cloudformation,cfn-lint,,
template_07793_bucket-module.yaml,cloudformation,cfn-lint,,
template_07793_bucket-module.yaml,cloudformation,cfn-lint,,
template_07793_bucket-module.yaml,cloudformation,cfn-lint,,
template_07793_bucket-module.yaml,cloudformation,cfn-lint,,
template_07793_bucket-module.yaml,cloudformation,cfn-lint,,
template_07793_bucket-module.yaml,cloudformation,cfn-lint,,
template_07793_bucket-module.yaml,cloudformation,trivy,,
template_07793_bucket-module.yaml,cloudformation,trivy,,
template_07793_bucket-module.yaml,cloudformation,trivy,,
template_07793_bucket-module.yaml,cloudformation,trivy,,
template_07793_bucket-module.yaml,cloudformation,checkov,,
template_08253_deploy-in-management-account.yaml,cloudformation,cfn-lint,,
template_08253_deploy-in-management-account.yaml,cloudformation,trivy,,
template_08253_deploy-in-management-account.yaml,cloudformation,checkov,,
template_08937_vpc-template.json,cloudformation,cfn-lint,,
template_08937_vpc-template.json,cloudformation,trivy,,
template_08937_vpc-template.json,cloudformation,trivy,,
template_08937_vpc-template.json,cloudformation,trivy,,
template_08937_vpc-template.json,cloudformation,trivy,,
template_08937_vpc-template.json,cloudformation,trivy,,
template_08937_vpc-template.json,cloudformation,trivy,,
template_08937_vpc-template.json,cloudformation,trivy,,
template_08937_vpc-template.json,cloudformation,trivy,,
template_08937_vpc-template.json,cloudformation,trivy,,
template_08937_vpc-template.json,cloudformation,trivy,,
template_08937_vpc-template.json,cloudformation,trivy,,
template_08937_vpc-template.json,cloudformation,trivy,,
template_08937_vpc-template.json,cloudformation,trivy,,
template_08937_vpc-template.json,cloudformation,trivy,,
